id,comment,Label
7228,Is it a fault that Anna Hazare has acknowledged some of the achievements of Modi. Those who are opposed to the BJP ideologies are supporting the other parties. Do anyone think that Kejriwal is having the right approach to the centre. The massive mandate he got in Delhi was taken for granted by him to abuse others. Is this attitude good for a person like Kejriwal. It is absurd to think that what he says is unquestionable and what he does is right. In my opinion his popularity is showing a downward momentum. Can anyone who is inclined to AAP show a single political party in India which is having foolproof credentials.,0
7229,----Majority of Kashmiris are pro-India but are unable to assert effectively in order to bring normalcy in Kashmir hence on invitation I will be going to Kashmir where with all the pro-India Kashmiris we (through political movement) will try to bring normalcy in Kashmir and also to solve Kashmir problem as mentioned at:- @url OR @url OR @url OR @url Regards Email: hemraj_jain@user.com,0
7230,"Earlier a british minister, now us congressman. All of them are saying Pakistan is a terrorist sponsored country. But we already know that. So, no more discussions. Now is the time to show our military power to those porkistani butchers. Last night only three watchtowers leveled. I wish there would be more..",1
7231,"WAHE GURU JI KA KHALSA WAHE GURU JI KI FATEH, JO BOLE SO NIHAL SATSRIKAL! Now where is that bastard Kejriwal and Rahul Gandhi is sleeping and Mamata these all are terrorist well wishers. Take them to the border and kill them also. And also include Farok Abdulla and his son also and sepreatest leaders also.",0
7232,A value is transfer to a valuable energy to the patient,0
7233,TIME person of the year can be given either for good or evil...I am sure you did not read the article and too quick in jumping to bash the fact...He is chosen as Evil TIMES Person of the year which is why the article says it is Devided States or America...My suggestion for you to read the article before getting excited to comment..,0
7234,look at ur face looser˜¡,1
7235,"I thought Amitabh bachan sir was very respected and famous person in North , didn't know he was hated and trolled so much",0
7236,I think cnbc shld tag dis meme to all real estate MDs.,0
7237,Won't be embarrassed to copy services from other players if customers benefit: Shikha Sharma,0
7238,Hi Anuj Happy Diwali... I have sml Isuzu 1k @user pls suggest should I wait or...,0
7239,"I don't agree with Anna Hazare. After the movement, particularly after AK making party, Anna Hazare's all comment has been against AK. I have never heard him, speaking against central govt for Lokpal bill which was main purpose of Anna movement. Does AK is Lokpal? Does AK is important then Lokpal? When Anna is silent on Lokpal and vocal against AK, it seems Anna is in pain and anguish of his own failure and speaking against AK only because he is known and easy accessible to him!! I think, Anna comments when a paid media goes out to poke him to speak against AK when some thing like political fight occurs in Delhi between Aap and BJP. Anna should look the political fighting and corruption separately before commenting to media. He should speak about Lokpal only if corruption is the only purpose of his thought and movement....",1
7240,Den first act shld be taken on NDTV most worried channel for welfare of anti Indians nd terrorist˜‚˜‚˜‚,1
7241,"Sonam ask right questions to get an answer , what u asking",0
7242,#INDvsAUS Ravindra Jadeja with his 3-22 from 18 overs has featured nine maidens and he might well bowl India to victory,0
7243,Throw that kejriwal out. His arrogant behaviour costed the party alot. they lost their diginity now.,1
7244,"Sham on u goof randians , y u blame Pakistan for every thing freedom fighters have done this",1
7245,Looks like in masjids and church people are taught to hate Modi,1
7246,"Anna ji, dare....to speak on LOKPAL . Dont pass BJP's sponsured propaganda on basis of report. Have you spoken ever on CAG reports of other government ever? you are selective, and frustrated.",1
7247,lokpal nahi mplement hua....at least kejri sir laad rahey hai aam aadmi key liye...shayaad aap LG ki bhasha bol rahey hai !!!,0
7248,It's right time to buy tata stocks... And I'm confident that this stocks will rise... And benefits to us...,0
7249,"Modi wants to go to war, that is rhe only way he will be able to cover up the fuckall Dֳ:copyright:Monetization effects",0
7250,No chandan he targeted all religion.. And he has a point..I think he said right..I remembered our childhood we always woke up by religious announce..,1
7251,I AM PROUD ON ADGPI - Indian Army. ITS NOT THE TIME TO BE SAD. ITS TIME FOR ACTION.,0
7252,"Thank you for answering my query , Actually yesterday I lost more than 35k in just 5 min so I asked the question to hold back shares or to sell hodlings .",0
7253,"Ola is the most 420 company for fleet owner,s , ola always deducted incentive, if you claims nothing to do, so maximum fleet owner,s attached with uber,",0
7254,"HOW CAN U CHARGE MORE THAN U GIVE, WHERE INTEREST ON SAVING AC IS LESS, UTTER FINANCIAL & ECONOMIC DISASTER..",0
7255,"In other words, Indian Army is saying Pakistani soldiers went across the LoC into Indian side, Mutilated the bodies of two Indian soldiers and came back while no one on the Indian side dared them engage. hashtag ˜…",0
7256,Pakisthan has got no guts to admit any thing true....liars,1
7257,"Anna hazare failed in his drama on kejriwal case. Hazare aim is to remove congress from power and he joined with kejriwal. Kejri is clever and he overcome hazare and defeated bjp and opposing till now. Anna hazare wont speak if bjp involve in money scandal, communal violence, hate speeches etc etc. Anna hazare is a hypocritic poison human being. Hazare never thought kejri will come into politics. Hazare may won in defeating congress but lost on kejri matter. Great actor hazare",1
7258,"Let us change to T10 format!!! I am sure it has something to do be SRK, since sugar daddy is on the run!!!",1
7259,"DMC results , a referendum against Kejriwal.He is expected to honour people verdict and step down .",1
7260,"Completely wrong, ATM out of cash is the ground reality.....you pleople are lieing all around",1
7261,but ur actions are totally against ur statement.,0
7262,Now Mohan should be declared anti national..... hahahahahahahahhaahhahahahahahahahhahahahahhahaahahahah,1
7263,Yadav hang aapproved by military court.military court always use for military personal.yadav is military man.it's always universal in the world. It's not new.,1
7264,Reema Pls comment on TAMO. holding at 350/-.. is it good for another 1 yr.,0
7265,Don't give any opportunity to pak soldiers otherwise we will lost diamonds of our country again and again,0
7266,alarm ?? for what ?? destructions ??,1
7267,Why rane brakes is down after giving such good results..any views,0
7268,When was the last time he spoke about his constituency?,0
7269,"And it is not jealous .. In cpec Pakistan will gain profit that it give their man jobs and improve industry...China will gain profit that it decrease their long root into shortest distance .....now, tell me what will India gain profit by joining cpec (as india have already best location to do trade with any country in shortest distance.. and Indian industry is already in most fastest increasing face)",0
7270,hope somone switches the bike and puts an Enfield there !! I am sure the expression on the MD's face will be priceless....for the rest we have mastercard !!,1
7271,And he will either have a luxurious life in jail or else he will live it outside. That's the power of our ' Incredible India '.,0
7272,"Look at the timing of this BJP & RSS sponsored man, hashtag just at the brink of MCD Elections...where is his struggle for LOK PAL.. Why no more fasting drama??.#Arvindkejriwal is most hardworking,dedicated and honest politician of our times...His work speaks for him..",1
7273,You are the biggest looser anna. U joined mamta banerjee and u saw when there was no public in rally u ran away. Why dont u tell about others report of all parties?,1
7274,Tamil Nadu farmer are telling they are suffering from money and other drama wasting milk on poster. Instead of this these people had given milk to need children in name of Bahu bali,1
7275,I like the comments. . I am what I am I don't aspire for any authentication of my practice of morality which I kept in sactum sanctorum. . Away from these I never identify my self with any political party. . It's your view that I am bakth blind so on..... I comment.. and continue on such posts where it's needed. . So called freedom of speech ..by presstitues jargon ˜˜˜,1
7276,Pseudo-seculars will not support UCC & FP.,0
7277,I can only see this working in the airport or people have layovers for over five hours and the airlines are willing to pay for it.,0
7278,I m unable 2 hear the sound is there any prblm with the video ??,0
7279,Agree,0
7280,Kejriwal is honest person but politically immature better than modi bjp,1
7281,Good job uncle,0
7282,"Atleast his speech has facts unlike that of modi, full of lies and crying... anyone can speak against wrong deeds specially when someone disable 90 % of people to get their money from their accounts and eventually disable all middle and lower section people to get basic needs of life including food...... u know what i mean by 90%",1
7283,Upa and nda same same shame shame bunch of eunuchs...cant prevent attacks nor can attack.what can u politicians do except condemn??,1
7284,Not only for two wheelers also big threat to four wheelers,0
7285,If his going to resign are you going to sit on his place?,1
7286,Just condemn won't hit them back Sir... Go for another surgical strike at the middle of Lahore,0
7287,Does MCI and the govt guarantee the availability of generic drugs at the chemist and the quality of the same. A knee jerk reaction with no prior planning,1
7288,"GOEL AND ALL STATE MINISTERS TO VISIT TOKYO EVERY MONTH TO STUDY THE CLIMATIC CONDITIONS, SURFACE AND ACCLIMATIZE THEMSELVES PROPERLY",0
7289,Guys Bajaj is Indian company y should we sing other song sing Indian songs,1
7290,Sonia maruti is highly price stock and mahindra is cheap stock and nw a days pair trade goin on in market,1
7291,"Sorry to say, he was our PM for 10 years..",1
7292,Too bad Modi let the NWO convince/force to implement demonetization or cashless society. 92 percent cash based society for 60 plus years. 5 percent use electronic means to pay their bills. GDP and the poor will be affected. Congrats India - but let's try to help the poor.,1
7293,Bhakts were never interested.,1
7294,"Really DTAA will force to tax evader in trouble for capital gains on investment , excellent and positive measure for Growth and protection of corruption too",0
7295,Russia has denied that the Syrian regime conducted a chemical attack.,0
7296,"And watch it 24/7 , and dont watch anything else",1
7297,Do surgical attack on them first than think about Pakistan..... this bastards need to clean first.... just shoot them immediately neither it will too late... P.M. should take action against naksali and so-called pattharbaj in kashmir...˜ ˜ ˜,1
7298,Applicable for only ICICI AXIS & HDFC Please notify this as well...just because of hits on your site spreading false news..,1
7299,again the same thing in eyes of judiciary he is not terrorist he is accused in our eyes is terrorist and he deserved to killed who ever keep a bad eye on our nation he are she should be killed without no mercy,1
7300,"I am not sure this particular analysis is any special or better. On the contrary, unlike normal, there are too many assumptions without base. She is one among the few I have been listening to for any worthy serious fundamental discussions. But this one is an odd. Right now, everything points to one central pivotal figure: How much money is coming back? Until we have updated authentic figures on a daily basis, we wouldn't be able to tell anything at all. The 2.1 Trillion incoming of Nov-27-30 is still an unreliable figure with belies logic. Could it be possible that this was just the inflow of deposits (of which a part could still be SBN Notes) that was popping into the huge salary accounts as usual on every month end? As for how to do with a special dividend, there can be umpteen ways to find a solution as long as RBI's soul owner is Govt. of India.",0
